store_id,product_id,quantity,stock_status,is_low_stock
3,268,17,Moderate Stock,False
3,269,26,Healthy Stock,False
3,270,6,Moderate Stock,False
3,271,23,Healthy Stock,False
3,272,12,Moderate Stock,False
3,273,19,Moderate Stock,False
3,274,7,Moderate Stock,False
3,275,23,Healthy Stock,False
3,276,14,Moderate Stock,False
3,277,26,Healthy Stock,False
3,278,15,Moderate Stock,False
3,279,15,Moderate Stock,False
3,280,1,Low Stock,True
3,281,2,Low Stock,True
3,282,18,Moderate Stock,False
3,283,1,Low Stock,True
3,284,26,Healthy Stock,False
3,285,2,Low Stock,True
3,286,7,Moderate Stock,False
3,287,26,Healthy Stock,False
3,288,2,Low Stock,True
3,289,2,Low Stock,True
3,290,6,Moderate Stock,False
3,291,10,Moderate Stock,False
3,292,16,Moderate Stock,False
3,293,14,Moderate Stock,False
3,294,13,Moderate Stock,False
3,295,9,Moderate Stock,False
3,296,12,Moderate Stock,False
3,297,22,Healthy Stock,False
3,298,14,Moderate Stock,False
3,299,29,Healthy Stock,False
3,300,3,Low Stock,True
3,301,29,Healthy Stock,False
3,302,6,Moderate Stock,False
3,303,13,Moderate Stock,False
3,304,23,Healthy Stock,False
3,305,11,Moderate Stock,False
3,306,7,Moderate Stock,False
3,307,17,Moderate Stock,False
3,308,9,Moderate Stock,False
3,309,30,Healthy Stock,False
3,310,8,Moderate Stock,False
3,311,23,Healthy Stock,False
3,312,18,Moderate Stock,False
3,313,0,Out of Stock,True
